Date;Open;High;Low;Close;Volume
2019-01-02 11:14:03.236000;3888.0;3904.0;3863.5;3863.5;77244.0
2019-01-02 12:57:26.471000;3863.5;3863.5;3846.0;3848.0;77838.0
2019-01-02 14:30:22.683000;3848.0;3850.5;3811.0;3819.0;78314.0
2019-01-02 16:36:02.946000;3819.0;3825.0;3807.0;3819.0;78585.0
2019-01-03 10:36:10.377000;3804.0;3815.0;3781.0;3782.0;79002.0
2019-01-03 12:06:29.541000;3782.0;3790.0;3766.0;3769.5;79375.0
2019-01-03 14:02:01.527000;3769.5;3778.0;3758.5;3766.5;79620.0
2019-01-03 15:51:45.453000;3766.5;3767.0;3745.0;3761.0;79888.0
2019-01-04 10:46:14.499000;3750.0;3775.0;3748.0;3765.0;79751.0
2019-01-04 12:27:04.121000;3765.0;3782.5;3760.0;3780.5;79561.0
2019-01-04 13:46:30.321000;3780.5;3791.0;3731.0;3742.0;79733.0
2019-01-04 14:57:36.394000;3742.0;3743.0;3718.5;3722.0;80432.0
2019-01-04 16:58:27.083000;3722.0;3728.0;3715.5;3719.5;80615.0
2019-01-07 10:56:16.618000;3722.0;3727.5;3703.0;3703.0;80815.0
2019-01-07 12:06:28.236000;3703.0;3717.0;3695.5;3713.0;80948.0
2019-01-07 14:00:03.522000;3713.0;3730.0;3706.0;3723.0;80722.0
2019-01-07 16:23:27.725000;3723.0;3737.5;3715.5;3736.0;80501.0
2019-01-08 11:17:18.077000;3745.0;3748.0;3718.0;3722.0;80450.0
2019-01-08 13:16:47.643000;3722.0;3739.0;3709.0;3720.0;80538.0
2019-01-08 15:29:31.457000;3720.0;3734.5;3715.0;3715.5;80540.0
2019-01-09 11:08:54.661000;3712.0;3716.0;3697.0;3698.0;80928.0
2019-01-09 12:46:42.885000;3698.0;3702.0;3683.0;3683.0;81245.0
2019-01-09 15:04:24.606000;3683.0;3694.0;3680.0;3688.5;81372.0
2019-01-09 17:22:33.456000;3688.5;3697.5;3683.0;3689.5;81269.0
2019-01-10 11:22:45.993000;3696.5;3700.0;3680.0;3681.0;81257.0
2019-01-10 13:53:20.597000;3681.0;3697.5;3680.0;3691.5;81310.0
2019-01-10 15:16:35.720000;3691.5;3730.0;3686.0;3709.0;81022.0
2019-01-10 16:23:31.130000;3709.0;3727.0;3704.5;3727.0;80755.0
2019-01-11 11:15:37.727000;3699.0;3727.0;3696.0;3720.0;80784.0
2019-01-11 12:55:18.339000;3720.0;3732.5;3709.0;3731.0;80643.0
2019-01-11 15:20:29.779000;3731.0;3733.5;3703.5;3712.0;80742.0
2019-01-14 11:11:59.039000;3722.0;3738.0;3721.0;3730.0;80422.0
2019-01-14 13:17:47.186000;3730.0;3734.0;3715.0;3716.0;80482.0
2019-01-14 15:38:58.667000;3716.0;3723.5;3687.5;3695.0;80981.0
2019-01-15 11:31:03.627000;3707.0;3719.5;3697.5;3701.0;80883.0
2019-01-15 13:10:29.092000;3701.0;3722.5;3698.5;3718.0;80880.0
2019-01-15 15:29:21.984000;3718.0;3727.5;3714.5;3720.5;80651.0
2019-01-16 11:47:15.997000;3718.0;3731.0;3711.0;3717.5;80640.0
